Assembly Name	Assembly Accession	Assembly Paired Assembly Accession	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds
ASM2618441v1	GCA_026184415.1		Trichothecium roseum		YXFP-22015					Annotation submitted by National Biopesticide Engineering Technology Research Centre, Hubei Academy of Agricultural Sciences	Complete Genome	2022-11-21	JAOAPZ01	11
ASM3016846v1	GCA_030168465.1		Pichia terricola		0621						Complete Genome	2023-06-05		5
ASM993813v1	GCA_009938135.1		Malassezia furfur					CBS14141		Annotation submitted by Jawaharlal Nehru Centre for Advanced Scientific Research	Complete Genome	2020-01-28		7
ASM5094768v1	GCA_050947685.1		Hanseniaspora vineae		AWRI5769_A2					Annotation submitted by The Australian Wine Research Institute	Complete Genome	2025-06-17	JBMVJG01	7
ASM2497036v1	GCA_024970365.1		Leishmania guyanensis		M4147					Annotation submitted by University of Missouri	Complete Genome	2022-09-06		35
ASM2320587v1	GCA_023205875.1		Chloropicon primus		RCC138					Annotation submitted by Illinois Institute of Technology	Complete Genome	2022-05-02		20
ASM4859572v1	GCA_048595725.1		Prototheca zopfii		18125						Complete Genome	2025-03-18		55
MOSE0	GCA_964275055.1		Monosporozyma servazzii							Annotation submitted by Genoscope	Complete Genome	2024-10-10		14
Cfulv_R5_v5	GCF_020509005.1	GCA_020509005.2	Fulvia fulva		Race5_Kim					Annotation submitted by University of California	Complete Genome	2022-01-24		14
ASM75516v2	GCA_000755165.2		Leishmania panamensis		MHOM/PA/94/PSC-1					Annotation submitted by INDICASAT-AIP	Complete Genome	2025-06-09		35
ASM2407283v1	GCA_024072835.1		Epichloe amarillans		NFE708						Complete Genome	2022-06-30		7
ASM5232476v1	GCA_052324765.1		Ormosia henryi					OH_Wild_01			Complete Genome	2025-08-28	JBQPXE01	8
LepYark_1.0	GCA_047496845.1		Lepus yarkandensis						female		Complete Genome	2025-02-07	JBLBFC01	24
ASM5569774v1	GCA_055697745.1		Stemona tuberosa							Annotation submitted by Guangxi Botanical Garden of Medicinal Plants	Complete Genome	2026-03-04	JBUDXC01	7
ASM4893263v1	GCA_048932635.1		Oenanthe javanica			Fuqin No.1					Complete Genome	2025-03-25	JBKKJZ01	21
ASM3964492v1	GCA_039644925.1		Citrullus rehmii			PI 670011					Complete Genome	2024-05-14		11
ASM5381358v1	GCA_053813585.1		Premnas biaculeatus	PBM					male		Complete Genome	2025-12-03	JBQQXH01	24
ASM5413158v1	GCA_054131585.1		Oresitrophe rupifraga					YZ-2025			Complete Genome	2025-12-22	JBSXWG01	17
ASM5094183v1	GCA_050941835.1		Fraxinus mandshurica			Dongfeng_Y6					Complete Genome	2025-06-17	JBPDIV01	23
ASM4812638v1	GCA_048126385.1		Ilisha elongata					XN-2025a	female		Complete Genome	2025-02-27	JBLRXZ01	24
ASM5162231v1	GCA_051622315.1		Acorus tatarinowii					LH-2025			Complete Genome	2025-07-30	JBPSQV01	12
CerSpe_IZO01_v1.0	GCA_041154625.1		Prunus speciosa					IZO01		Annotation submitted by National Institute of Genetics	Complete Genome	2024-06-23		8
PCAv2.0	GCA_050084535.1		Prunus campanulata			Lianmeiren				Annotation submitted by Zhejiang Academy of Forestry	Complete Genome	2025-05-01	JBKKFS01	8
ASM4771625v1	GCA_047716255.1		Corydalis saxicola					ML-2025a			Complete Genome	2025-02-12	JBLLEJ01	8
SMT2T_hap1	GCA_041294745.1		Vitis vinifera x Vitis labrusca			Shine Muscat					Complete Genome	2024-08-15		19
ASM5449105v1	GCA_054491055.1		Hypomesus nipponensis					SF			Complete Genome	2026-01-14	JBTLQK01	28
FNU-M-1-Hap-a	GCA_040801865.1		Salix dunnii					FNU-M-1	male		Complete Genome	2024-07-22		18
ilAmyTran1.1	GCF_032362555.1	GCA_032362555.1	Amyelois transitella					CPQ	female	GCF_032362555.1-RS_2023_11	Complete Genome	2023-10-04	JAMBPN01	32
ASM1317733v1	GCA_013177335.1		Apiotrichum mycotoxinovorans		CICC 1454						Complete Genome	2020-05-27		7
ASM2365844v1	GCA_023658445.1		Epichloe bromicola		Nfe1						Complete Genome	2022-06-07		7
ASM4856944v1	GCA_048569445.1		Marquandomyces marquandii					BS48			Complete Genome	2025-03-13	JBLFEU01	8
ASM5413063v1	GCA_054130635.1		Cunninghamella blakesleeana		UFAC-CB2.1						Complete Genome	2025-12-22	JBQSTN01	7
ASM2310122v1	GCA_023101225.1		Fusarium solani-melongenae		CRI 24-3					Annotation submitted by Guangdong Academy of Agricultural Sciences	Complete Genome	2022-04-25		12
ApuulaauensisMK2_assembly01	GCF_016861865.1	GCA_016861865.1	Aspergillus puulaauensis		MK2					Annotation submitted by Fermentation Microbiology, Education and Research Center for Fermentation Studies, Faculty of Agriculture, Kagoshima University	Complete Genome	2021-01-30		8
ASM4893418v1	GCA_048934185.1		Cylindrobasidium torrendii		YY-2025a						Complete Genome	2025-03-25	JBLQSZ01	9
ASM4210011v1	GCF_042100115.1	GCA_042100115.1	Alternaria dauci		A2016					Annotation submitted by Peking University	Complete Genome	2024-09-24	JBHGVX01	10
ASM401493v1	GCA_004014935.1		Saccharomycopsis malanga		KCN26						Complete Genome	2019-01-14		6
ASM2260516v1	GCF_022605165.1	GCA_022605165.1	Purpureocillium takamizusanense		PT3					Annotation submitted by Tokyo University of Science	Complete Genome	2022-03-17		14
ASM3259407v1	GCA_032594075.1		Botrytis fabae					G12			Complete Genome	2023-10-12		16
ASM5162313v1	GCA_051623135.1		Komagataella kurtzmanii		Y-727 his4-delta arg4-delta						Complete Genome	2025-07-30	JBOZQS01	4
ASM773564v1	GCA_007735645.1		Venturia effusa		albino					Annotation submitted by Massey University	Complete Genome	2019-07-31		20
ASM1676719v1	GCA_016767195.1		Stagonosporopsis rhizophila		XDPOP-RS-16W						Complete Genome	2021-01-28		19
ASM3641729v1	GCF_036417295.1	GCA_036417295.1	Cryptococcus decagattii		7685027					Annotation submitted by Broad Institute	Complete Genome	2024-02-06		14
ASM3963443v1	GCA_039634435.1		Ascochyta pisi		HNA23						Complete Genome	2024-05-14		25
ASM5094760v1	GCA_050947605.1		Hanseniaspora guilliermondii		AWRI5769_F8					Annotation submitted by The Australian Wine Research Institute	Complete Genome	2025-06-17	JBMVJD01	7
ASM5094762v1	GCA_050947625.1		Hanseniaspora opuntiae		AWRI5769_E9					Annotation submitted by The Australian Wine Research Institute	Complete Genome	2025-06-17	JBMVJE01	7
ASM198439v2	GCA_001984395.2		Zygosaccharomyces parabailii		ATCC 60483					Annotation submitted by Wolfe Lab	Complete Genome	2017-03-16		17
UBRO_v3	GCA_900080155.1		Ustilago bromivora		UB2112					Annotation submitted by Institute of Bioinformatics and Systems Biology	Complete Genome	2016-11-03		23
ASM3681044v1	GCF_036810445.1	GCA_036810445.1	Kwoniella europaea PYCC6329		PYCC6329					Annotation submitted by Broad Institute	Complete Genome	2024-07-02		3
ASM22611v1	GCF_000226115.1	GCA_000226115.1	Thermothielavioides terrestris NRRL 8126		NRRL 8126					Annotation submitted by DOE Joint Genome Institute	Complete Genome	2011-09-16		6
ASM2365070v1	GCA_023650705.1		Epichloe brachyelytri		E1124						Complete Genome	2022-06-06		7
ASM2365847v1	GCA_023658475.1		Epichloe elymi		Nfe728						Complete Genome	2022-06-07		7
ASM3038961v1	GCA_030389615.1		Epichloe typhina subsp. poae		Nfe76						Complete Genome	2023-07-03		7
ASM4652978v1	GCA_046529785.1		Rhynchosporium graminicola		WAI453					Annotation submitted by Australian National University	Complete Genome	2025-01-07		20
ASM4095594v1	GCA_040955945.1		Ormosia purpureiflora					EHZ-ZHHD			Complete Genome	2024-08-01	JASVEM01	8
T2T-mGirTip1v1.2.pat	GCA_054371615.1		Giraffa tippelskirchi					mGirTip1	male		Complete Genome	2026-01-06	JBRKMB01	15
ASM4783308v1	GCA_047833085.1		Rosa persica					P1L1			Complete Genome	2025-02-18	JBLIYP01	7
ASM5281534v1	GCA_052815345.1		Strongylodon macrobotrys					M3-1			Complete Genome	2025-09-24	JBQXYP01	14
ASM3964491v1	GCA_039644915.1		Citrullus mucosospermus			PI 595203					Complete Genome	2024-05-14		11
ASM5488336v1	GCA_054883365.1		Scleropages jardinii					CB-2025c	female		Complete Genome	2026-01-30	JBRATJ01	24
PKU_CYXGZ_1.0	GCA_051990025.1		Rubus alceifolius				Guizhou	CYXGZ			Complete Genome	2025-08-13	JBPTTW01	14
ASM3964503v1	GCA_039645035.1		Citrullus naudinianus			PI 596694M					Complete Genome	2024-05-14		11
WGT2T_hap2	GCA_051166835.1		Vitis retordii			Wolley					Complete Genome	2025-07-01		19
ASM5420709v1	GCA_054207095.1		Spiraea chinensis					XXJ			Complete Genome	2025-12-26	JBRBAJ01	9
ASM4526945v1	GCA_045269455.1		Morus mongolica					cswild22			Complete Genome	2024-11-25	JBIQNV01	14
ASM5368841v1	GCA_053688415.1		Berchemiella wilsonii					BN240407WH02S48N3			Complete Genome	2025-11-25	JBMIOG01	12
ASM5474119v1	GCA_054741195.1		Tigridiopalma magnifica					HYH			Complete Genome	2026-01-26	JBJJNS01	22
ASM3717953v1	GCA_037179535.1		Fusarium vorosii		RN1						Complete Genome	2024-03-15		4
ASM3235529v1	GCA_032355295.1		Fusarium meridionale		JX18-4						Complete Genome	2023-10-04		4
ASM1956561v1	GCA_019565615.1		Trichoderma simmonsii		GH-Sj1					Annotation submitted by National Marine Biodiversity Institute of Korea	Complete Genome	2021-08-11		7
ASM3963440v1	GCA_039634405.1		Penicillium herquei		HGN12.1C (12C)						Complete Genome	2024-05-14		8
ASM1336875v1	GCF_013368755.1	GCA_013368755.1	Talaromyces rugulosus		W13939					Annotation submitted by Xi'an Jiaotong University	Complete Genome	2020-06-23		6
ASM2090651v1	GCF_020906515.1	GCA_020906515.1	Vanrija pseudolonga					DUCC4014		Annotation submitted by Dankook University	Complete Genome	2021-11-21		8
ASM159280v2	GCA_001592805.2		Peltaster fructicola		LNHT1506					Annotation submitted by Northwest A&F University	Complete Genome	2020-04-14		5
ASM1570844v2	GCA_015708445.2		Clitopilus hobsonii		QYL-10						Complete Genome	2021-01-25		13
Assembly1	GCA_917563935.1		Trypanosoma evansi								Complete Genome	2021-10-15		13
ASM429976v1	GCA_004299765.1		Talaromyces funiculosus		X33						Complete Genome	2019-02-26		21
AlKewell	GCA_016097375.2		Ascochyta lentis		Kewell					Annotation submitted by Curtin University	Complete Genome	2025-03-24		23
PVVCY_v1	GCF_900681995.1	GCA_900681995.1	Plasmodium vinckei vinckei							Annotation submitted by KAUST	Chromosome	2019-01-30		14
ASM4246660v1	GCA_042466605.1		Hanseniaspora mollemarum		CBS 18055						Complete Genome	2024-10-01		8
ASM1340291v1	GCF_013402915.1	GCA_013402915.1	Zygotorulaspora mrakii		NRRL Y-6702					Annotation submitted by University College Dublin	Complete Genome	2020-07-12		8
ASM3663032v1	GCF_036630325.1	GCA_036630325.1	Vairimorpha necatrix					Illinois isolate		Annotation submitted by Umea University	Complete Genome	2024-05-23		12
Version 1	GCA_038396805.1		Chloropicon roscoffensis		RCC1871					Annotation submitted by Universite Laval	Complete Genome	2024-04-20		19
MOUN0	GCA_964275045.1		Monosporozyma unispora							Annotation submitted by Genoscope	Complete Genome	2024-10-10		15
ASM1730175v1	GCA_017301755.1		Pneumocystis wakefieldiae					2A		Annotation submitted by National Institutes Of Health	Complete Genome	2021-03-08		17
Pf_T2	GCA_040250155.1		Penicillium fuscoglaucum					Pf_T2			Complete Genome	2024-06-19		5
ASM2365853v1	GCA_023658535.1		Epichloe glyceriae		E2772						Complete Genome	2022-06-07		7
ASM2365850v1	GCA_023658505.1		Epichloe gansuensis		e7080						Complete Genome	2022-06-07		7
jamAngA5	GCA_976943325.1		Jaminaea angkorensis CBS 10918		CBS 10918, C5b					Annotation submitted by Comenius University, Faculty of Mathematics, Physics and Informatics	Complete Genome	2025-10-05		20
ASM5293502v1	GCA_052935025.1		Puccinellia chinampoensis					YW-2025		Annotation submitted by Jilin Academy of Agricultu	Complete Genome	2025-10-01	JBRAXL01	9
ASM3123210v1	GCA_031232105.1		Capsicum rhomboideum			Andean		CrT2T			Complete Genome	2023-09-07		13
ASM5275727v1	GCA_052757275.1		Monochamus sutor					DY-2025	female		Complete Genome	2025-09-22	JBPYXQ01	11
idIrwNobi7.1	GCA_981692195.1		Irwiniella nobilipennis								Complete Genome	2026-02-28		6
ASM5066070v1	GCA_050660705.1		Corchoropsis sinensis					PS20240801			Complete Genome	2025-06-02	JBOITY01	20
ASM4730166v1	GCA_047301665.1		Eomecon chionantha					PY-2024a			Complete Genome	2025-01-30	JBGUAT01	9
ASM3964493v1	GCA_039644935.1		Citrullus ecirrhosus			PI 673135					Complete Genome	2024-05-14		11
ilErePala4.3	GCA_964035005.3		Erebia palarica								Complete Genome	2025-07-08		15
HZAU_TYAO_T2T_v1	GCA_048296945.1		Triplophysa yaopeizhii					LM-2024			Complete Genome	2025-03-04	JBJYIR01	25
ilHelHell1.1	GCA_963853865.1		Helleia helle								Complete Genome	2023-12-13		25
ASM3809559v1	GCA_038095595.1		Grapholita funebrana					lab01	male		Complete Genome	2024-04-13		28
ASM4129636v1	GCA_041296365.1		Sageretia thea					Wando			Complete Genome	2024-08-16	JBGEWM01	12
ASM3802482v1	GCA_038024825.1		Polylopha cassiicola					lib01	male		Complete Genome	2024-03-26		22
ASM2458453v1	GCA_024584535.1		Colletotrichum gigasporum		JS-0367						Complete Genome	2022-08-08		10
ASM2948994v1	GCA_029489945.1		Nigrospora osmanthi		Z1						Complete Genome	2023-03-30		12
ASM2004594v2	GCA_020045945.2		Trichoderma semiorbis		FJ059					Annotation submitted by Hainan University	Complete Genome	2021-09-24	JAIMJC01	7
FAFU-Ppen-JC-1-v1.0	GCA_041721605.1		Pyricularia penniseti		JC-1						Complete Genome	2024-09-03	JBGNXE01	10
ASM5582456v1	GCA_055824565.1		Pestalotiopsis disseminata		HY98						Complete Genome	2026-03-13	JBVVWU01	7
ASM2963524v1	GCA_029635245.1		Nannizziopsis arthrosporioides		CBS 118890						Complete Genome	2023-04-10		5
ASM2365063v1	GCA_023650635.1		Epichloe baconii		E357						Complete Genome	2022-06-06		7
EIMB_Clini_394-2_1.0	GCA_043790985.1		Colletotrichum lini		394-2						Complete Genome	2024-10-28	JBHKWU01	12
ASM5049420v1	GCA_050494205.1		Trichophyton concentricum		aejqo						Complete Genome	2025-05-20	JBNEKU01	4
ASM2327380v1	GCA_023273805.1		Exobasidium cylindrosporum		YG638						Complete Genome	2022-05-08		3
DD_AS111_GENOME	GCA_965644035.1		Discula destructiva					AS111		Annotation submitted by University of Tennessee Knoxville	Complete Genome	2025-11-07		8
ASM2621074v1	GCA_026210745.1		Exobasidium rhododendri		CBS101457					Annotation submitted by Hebei University	Complete Genome	2022-11-16		3
ASM4552969v1	GCA_045529695.1		Blastobotrys allociferrii		CBS 18616						Complete Genome	2024-12-06	JBFYDE01	4
ASM5113262v1	GCA_051132625.1		Hypoxylon texense		DSM 107933					Annotation submitted by Bielefeld University	Complete Genome	2025-06-28		9
ASM5114858v1	GCA_051148585.1		Colletotrichum jinshuiense					EsH8		Annotation submitted by Hubei Academy of Agricultural Sciences	Complete Genome	2024-04-09		15
ASM5093089v1	GCA_050930895.1		Sugiyamaella novakii		NCAIM Y.00986						Complete Genome	2025-06-16	JBJGDZ01	4
ASM1567895v1	GCA_015678955.1		Chrysoporthe puriensis					CMW54409			Complete Genome	2020-11-24		13
NneoKNNDK_001_PacBio_v1	GCA_917563905.1		Neonectria neomacrospora					KNNDK1			Complete Genome	2021-10-15		12
ASM4082222v1	GCA_040822225.1		Fusarium phialophorum		CR1.1						Complete Genome	2024-07-23	JATAAO01	12
ASM1735489v1	GCA_017354895.1		Podospora comata		Wa139-						Chromosome	2021-03-15		7
ASM3598539v1	GCA_035985395.1		Penicillium coffeae					ANU01			Complete Genome	2024-01-23		7
ASM1641376v1	GCA_016413765.1		Aspergillus felis		FM324						Complete Genome	2020-12-28		8
ASM3288299v1	GCA_032882995.1		Schizosaccharomyces versatilis (nom. inval.)		CBS 103						Complete Genome	2023-09-01		3
ASM5347758v1	GCA_053477585.1		Sinodiscula camellicola (nom. inval.)								Complete Genome	2025-11-14	JBQUYG01	9
NI281-mx-bin04	GCA_965284325.1		Aquilegia reuteri								Complete Genome	2025-05-19		1
ASM2111731v1	GCA_021117315.1		Immersiporthe knoxdaviesiana					CMW 37318			Complete Genome	2021-12-08		11
Wolfe_Bari_UCD613	GCA_946409495.1		Blastobotrys aristatus		UCD613						Complete Genome	2022-08-27		4
ASM5239901v1	GCA_052399015.1		Cordyceps gunnii		Cg-01						Complete Genome	2025-09-02		11
ASM395583v1	GCA_003955835.1		Exophiala lecanii-corni		CBS 102400						Complete Genome	2018-12-19		12
RWTH_Aaurel_2.3	GCA_051247835.1		Arachnopeziza aurelia		CBS127675						Complete Genome	2025-07-08		16
ASM2411488v1	GCA_024114885.1		Septoria linicola		SE15195					Annotation submitted by INRAE	Complete Genome	2022-07-01		16
ASM5190356v1	GCA_051903565.1		Irpex laceratus		CXYL-007						Complete Genome	2025-08-08	JBPUGJ01	29
ASM3318246v1	GCA_033182465.1		Sanghuangporus weigelae		Si20						Complete Genome	2023-11-01		13
RWTH_Aaurat_2.3	GCA_051247085.1		Arachnopeziza aurata		CBS127674						Complete Genome	2025-07-08		16
ASM3687149v1	GCA_036871495.1		Blastobotrys mucifer		17G1312						Complete Genome	2024-02-26		8
ASM5094705v1	GCA_050947055.1		Auxenochlorella protothecoides x Auxenochlorella symbiontica					UTEX 250-A		Annotation submitted by UC Berkeley	Complete Genome	2025-06-17	JBMYHL01	12
ASM385677v1	GCA_003856775.1		Hyphopichia pseudoburtonii					makgeolli			Complete Genome	2018-12-03		8
ASM3561040v1	GCF_035610405.1	GCA_035610405.1	Australozyma saopauloensis		19XY460					Annotation submitted by Peking Union Medical College Hospital	Complete Genome	2024-01-12		8
ASM2475243v1	GCA_024752435.1		Allantophomopsis cytisporea		ATCC 66955						Complete Genome	2022-08-28		18
ASM4434405v1	GCA_044344055.1		Candidozyma vulturna		CVDH07						Complete Genome	2024-11-04		7
ASM2475246v1	GCA_024752465.1		Allantophomopsis lycopodina		ATCC 66958						Complete Genome	2022-08-28		18
CAAN4	GCA_963924405.1		[Candida] anglica		29B2s-10					Annotation submitted by Genoscope CEA	Complete Genome	2024-03-09		8
ASM3380759v1	GCA_033807595.1		Acrodontium crateriforme					169a		Annotation submitted by Academia Sinica	Complete Genome	2023-11-20		14
ASM5094765v1	GCA_050947655.1		Hanseniaspora osmophila		AWRI865					Annotation submitted by The Australian Wine Research Institute	Complete Genome	2025-06-17	JBMVJF01	7
Wolbachia endosymbiont of Polyommatus eros	GCA_966216375.1		Polyommatus eros								Complete Genome	2025-08-24		1
ASM41222v2	GCA_000412225.2		[Ashbya] aceris (nom. inval.)							Annotation submitted by Duke University, Molecular Genetics and Microbiology	Complete Genome	2014-06-05		7
ASM3037066v1	GCA_030370665.1		Hanseniaspora meyeri					APC 12.1			Complete Genome	2023-06-28		7
ASM4025685v1	GCA_040256855.1		Hanseniaspora menglaensis		CBS 16921					Annotation submitted by Conway Institute, University College Dublin	Complete Genome	2024-06-20		7
ASM3185167v1	GCA_031851675.1		[Candida] zeylanoides					UCD849			Complete Genome	2023-09-24		8
Tryp_1.0	GCA_054345675.1		Trypanosoma larimichthysi		Trypa_LYC_ND2025						Complete Genome	2026-01-05	JBSSMD01	35
Wolbachia endosymbiont of Gonepteryx cleopatra	GCA_966213895.1		Gonepteryx cleopatra								Complete Genome	2025-08-24		1
ASM2954286v1	GCA_029542865.1		Malassezia equina		CBS 12830					Annotation submitted by Duke University	Complete Genome	2023-04-03		8
ASM2663629v1	GCA_026636295.1		Medakamo hakoo		311I						Complete Genome	2022-12-05		16
Wolfe_Tque_UCD657	GCA_946403475.1		Torulaspora quercuum		UCD657						Complete Genome	2022-08-27		8
jamPalA1	GCA_976943345.1		Jaminaea pallidilutea		CBS 14684					Annotation submitted by Comenius University, Faculty of Mathematics, Physics and Informatics	Complete Genome	2025-10-05		16
ASM1482606v1	GCA_014826065.1		Anthracocystis panici-leucophaei		SPL10						Complete Genome	2020-09-30		22
ASM2995272v1	GCA_029952725.1		Salmacisia buchloeana		OK1						Complete Genome	2023-05-07		22
AS_Tutri	GCA_052426195.1		Tetrahymena utriculariae					JYLTu-1			Complete Genome	2025-09-03	JBNAII01	181
